Epoch,IOU_Train,IOU_Val
395,0.9060,0.3280
396,0.9064,0.2887
397,0.9065,0.2703
398,0.9069,0.3118
399,0.9072,0.2523
400,0.9076,0.2565
401,0.9080,0.3541
402,0.9081,0.3503
403,0.9086,0.4478
404,0.9086,0.3787
405,0.9091,0.2621
406,0.9094,0.3229
407,0.9097,0.2760
408,0.9101,0.4013
409,0.9105,0.2318
410,0.9109,0.2585
411,0.9106,0.2924
412,0.9108,0.2889
413,0.9106,0.4290
414,0.9118,0.2893
415,0.9119,0.2894
416,0.9122,0.2568
417,0.9128,0.3305
418,0.9126,0.4081
419,0.9130,0.3546
420,0.9132,0.2448
421,0.9136,0.3416
422,0.9135,0.4262
423,0.9140,0.2271
424,0.9141,0.2761
425,0.9144,0.4295
426,0.9149,0.3266
427,0.9150,0.4210
428,0.9151,0.3253
429,0.9154,0.2005
430,0.9161,0.2377
431,0.9161,0.3708
432,0.9164,0.3641
433,0.9168,0.3948
434,0.9173,0.3373
435,0.9170,0.3459
436,0.9173,0.1946
437,0.9177,0.4389
438,0.9181,0.3749
439,0.9182,0.3847
440,0.9190,0.4553
441,0.9187,0.2953
442,0.9192,0.3100
443,0.9193,0.2898
444,0.9195,0.3289
445,0.9198,0.4170
446,0.9195,0.3178
447,0.9205,0.3709
448,0.9207,0.2108
449,0.9205,0.2711
450,0.9212,0.2796
451,0.9210,0.4233
452,0.9213,0.2980
453,0.9216,0.1923
454,0.9220,0.2718
455,0.9216,0.3224
456,0.9224,0.2322
457,0.9228,0.4045
458,0.9228,0.3669
459,0.9232,0.3775
460,0.9232,0.4096
461,0.9232,0.3770
462,0.9233,0.3216
463,0.9245,0.2914
464,0.9244,0.3560
465,0.9245,0.3158
466,0.9245,0.4479
467,0.9250,0.4056
468,0.9252,0.4374
469,0.9252,0.3261
470,0.9256,0.3392
471,0.9256,0.3693
472,0.9260,0.2936
473,0.9262,0.2054
474,0.9266,0.3008
475,0.9271,0.3674
476,0.9269,0.2348
477,0.9272,0.3104
478,0.9268,0.4707
479,0.9277,0.2569
480,0.9272,0.2526
481,0.9280,0.3856
482,0.9283,0.3887
483,0.9289,0.1970
484,0.9292,0.3099
485,0.9288,0.3396
486,0.9291,0.3385
487,0.9289,0.4150
488,0.9297,0.2484
489,0.9299,0.3425
490,0.9298,0.3302
491,0.9295,0.3459
492,0.9300,0.3704
493,0.9308,0.3202
494,0.9308,0.4310
495,0.9307,0.3781
496,0.9314,0.2787
497,0.9312,0.2798
498,0.9315,0.2599
499,0.9317,0.2775
500,0.9318,0.4049
501,0.9323,0.3262
502,0.9323,0.4125
503,0.9322,0.3221
504,0.9323,0.3815
505,0.9326,0.2337
506,0.9330,0.3357
507,0.9334,0.1903
508,0.9337,0.3036
509,0.9335,0.3211
510,0.9335,0.4340
511,0.9338,0.3670
512,0.9340,0.3119
513,0.9346,0.3701
514,0.9344,0.3822
515,0.9349,0.3694
516,0.9348,0.3461
517,0.9349,0.2826
518,0.9357,0.4321
519,0.9353,0.3883
520,0.9356,0.2267
521,0.9358,0.3270
522,0.9360,0.2905
523,0.9362,0.3074
524,0.9363,0.4089
525,0.9364,0.3778
526,0.9364,0.3062
527,0.9368,0.3628
528,0.9364,0.3195
529,0.9371,0.3784
530,0.9373,0.2102
531,0.9370,0.3496
532,0.9377,0.2296
533,0.9380,0.2709
534,0.9376,0.3376
535,0.9377,0.2478
536,0.9380,0.2773
537,0.9386,0.3508
538,0.9386,0.2550
539,0.9389,0.3927
540,0.9392,0.1833
541,0.9394,0.3425
542,0.9392,0.3327
543,0.9397,0.2430
544,0.9392,0.3741
545,0.9397,0.3395
546,0.9402,0.3338
547,0.9403,0.3988
548,0.9402,0.2840
549,0.9402,0.3710
550,0.9408,0.2879
551,0.9408,0.3912
552,0.9409,0.3307
553,0.9414,0.4145
554,0.9419,0.4146
555,0.9417,0.3218
556,0.9412,0.3817
557,0.9422,0.2621
558,0.9420,0.2503
559,0.9418,0.2672
560,0.9420,0.2063
561,0.9424,0.3909
562,0.9427,0.3009
563,0.9425,0.2447
564,0.9426,0.3056
565,0.9431,0.2968
566,0.9431,0.2624
567,0.9430,0.2491
568,0.9438,0.2268
569,0.9435,0.2147
570,0.9441,0.4593
571,0.9438,0.4664
572,0.9443,0.3445
573,0.9439,0.3322
574,0.9439,0.2849
575,0.9443,0.5117
576,0.9444,0.2183
577,0.9445,0.1826
578,0.9447,0.2685
579,0.9451,0.2604
580,0.9450,0.4888
581,0.9453,0.3753
582,0.9454,0.3952
583,0.9451,0.2314
584,0.9455,0.2880
585,0.9457,0.2569
586,0.9457,0.3347
587,0.9462,0.3954
588,0.9460,0.4256
589,0.9462,0.3571
590,0.9467,0.4268
591,0.9466,0.2513
592,0.9464,0.4117
593,0.9467,0.3444
594,0.9473,0.3280
595,0.9474,0.3549
596,0.9478,0.2923
597,0.9475,0.4004
598,0.9477,0.2695
599,0.9478,0.2927
600,0.9482,0.3906
601,0.9482,0.3070
602,0.9480,0.3837
603,0.9483,0.4055
604,0.9484,0.3988
605,0.9486,0.3848
606,0.9487,0.2393
607,0.9489,0.3215
608,0.9487,0.3632
609,0.9488,0.3935
610,0.9491,0.2553
611,0.9493,0.2547
612,0.9492,0.4315
613,0.9494,0.3263
614,0.9497,0.4863
615,0.9496,0.3213
616,0.9500,0.3272
617,0.9499,0.4100
618,0.9500,0.2300
619,0.9502,0.4266
620,0.9499,0.2302
621,0.9505,0.1604
622,0.9507,0.3511
623,0.9508,0.3356
624,0.9507,0.2374
625,0.9509,0.4118
626,0.9506,0.3117
627,0.9511,0.2562
628,0.9515,0.2683
629,0.9516,0.3878
630,0.9517,0.4084
631,0.9518,0.3676
632,0.9516,0.2943
633,0.9523,0.3095
634,0.9515,0.4028
635,0.9527,0.3536
636,0.9528,0.3057
637,0.9523,0.3986
638,0.9526,0.3306
639,0.9525,0.3419
640,0.9525,0.2935
641,0.9525,0.3515
642,0.9531,0.3125
643,0.9530,0.2129
644,0.9534,0.4154
645,0.9533,0.3071
646,0.9532,0.3600
647,0.9536,0.1900
648,0.9541,0.3851
649,0.9539,0.3709
650,0.9542,0.2864
651,0.9539,0.3790
652,0.9536,0.3428
653,0.9538,0.3847
654,0.9541,0.2933
655,0.9543,0.3654
656,0.9543,0.1878
657,0.9547,0.2558
658,0.9547,0.3049
659,0.9549,0.2367
660,0.9550,0.2567
661,0.9549,0.2607
662,0.9547,0.2552
663,0.9553,0.2723
664,0.9553,0.2121
665,0.9556,0.3282
666,0.9554,0.4411
667,0.9555,0.3083
668,0.9555,0.4065
669,0.9556,0.3006
670,0.9560,0.2270
671,0.9559,0.2532
672,0.9560,0.3077
673,0.9559,0.1945
674,0.9560,0.3925
675,0.9561,0.4477
676,0.9569,0.3438
677,0.9568,0.2690
678,0.9568,0.3581
679,0.9568,0.4669
680,0.9571,0.3666
681,0.9570,0.2661
682,0.9571,0.2123
683,0.9571,0.2909
684,0.9571,0.2585
685,0.9570,0.2546
686,0.9573,0.2279
687,0.9581,0.3085
688,0.9575,0.2061
689,0.9581,0.2520
690,0.9577,0.2165
691,0.9578,0.2485
692,0.9582,0.2903
693,0.9584,0.2568
694,0.9582,0.3197
695,0.9584,0.3047
696,0.9585,0.4355
697,0.9588,0.3232
698,0.9587,0.2925
699,0.9585,0.2406
700,0.9589,0.3143
701,0.9590,0.2884
702,0.9585,0.3358
703,0.9588,0.4144
704,0.9591,0.3596
705,0.9590,0.2635
706,0.9591,0.2972
707,0.9592,0.2595
708,0.9593,0.3874
709,0.9594,0.3129
710,0.9599,0.3783
711,0.9593,0.3359
712,0.9602,0.3351
713,0.9601,0.2768
714,0.9601,0.2335
715,0.9601,0.3717
716,0.9604,0.3032
717,0.9604,0.3009
718,0.9604,0.2230
719,0.9606,0.3174
720,0.9604,0.3929
721,0.9606,0.2045
722,0.9607,0.4673
723,0.9605,0.3695
724,0.9611,0.3013
725,0.9610,0.3943
726,0.9608,0.3056
727,0.9612,0.3782
728,0.9614,0.2940
729,0.9610,0.2668
730,0.9614,0.3321
731,0.9613,0.1809
732,0.9614,0.2797
733,0.9613,0.3443
734,0.9616,0.3155
735,0.9616,0.1894
736,0.9617,0.3609
737,0.9617,0.2948
738,0.9619,0.2951
739,0.9619,0.3436
740,0.9622,0.2789
741,0.9622,0.3865
742,0.9623,0.3640
743,0.9625,0.1921
744,0.9621,0.3561
745,0.9627,0.4534
746,0.9630,0.4091
747,0.9625,0.3119
748,0.9629,0.3332
749,0.9630,0.2117
750,0.9630,0.2754
751,0.9621,0.3208
752,0.9632,0.3147
753,0.9631,0.3451
754,0.9633,0.4018
755,0.9631,0.4103
756,0.9633,0.3023
757,0.9636,0.4135
758,0.9637,0.1825
759,0.9638,0.3651
760,0.9641,0.2562
761,0.9637,0.3240
762,0.9638,0.2817
763,0.9638,0.3164
764,0.9640,0.3657
765,0.9641,0.2466
766,0.9641,0.1517
767,0.9643,0.3840
768,0.9644,0.4634
769,0.9646,0.3067
770,0.9643,0.3251
771,0.9646,0.4294
772,0.9646,0.2999
773,0.9647,0.1667
774,0.9647,0.4588
775,0.9647,0.3927
776,0.9648,0.2233
777,0.9648,0.3716
778,0.9647,0.4031
779,0.9649,0.4040
780,0.9653,0.4106
781,0.9651,0.1797
782,0.9650,0.4019
783,0.9651,0.3384
784,0.9652,0.2229
785,0.9656,0.3974
786,0.9655,0.3349
787,0.9655,0.2512
788,0.9657,0.4072
789,0.9659,0.3258
790,0.9659,0.3747
791,0.9659,0.2248
792,0.9659,0.1582
793,0.9658,0.3647
794,0.9660,0.2680
795,0.9659,0.2837
796,0.9663,0.3363
797,0.9659,0.1830
798,0.9661,0.3819
799,0.9662,0.2915
800,0.9667,0.3863
801,0.9668,0.3686
802,0.9667,0.3034
803,0.9666,0.2777
804,0.9667,0.4307
805,0.9666,0.3662
806,0.9667,0.4101
807,0.9672,0.4139
808,0.9670,0.3428
809,0.9672,0.2727
810,0.9675,0.1755
811,0.9671,0.1883
812,0.9673,0.3377
813,0.9672,0.2145
814,0.9669,0.2451
815,0.9679,0.2734
816,0.9678,0.3396
817,0.9675,0.2275
818,0.9673,0.2982
819,0.9678,0.3427
820,0.9677,0.3890
821,0.9678,0.3761
822,0.9676,0.3925
823,0.9676,0.3101
824,0.9679,0.2871
825,0.9682,0.2838
826,0.9683,0.1972
827,0.9683,0.2462
828,0.9682,0.2995
829,0.9682,0.4464
830,0.9687,0.2602
831,0.9684,0.3647
832,0.9686,0.3535
833,0.9685,0.3637
834,0.9684,0.2921
835,0.9684,0.3450
836,0.9689,0.2779
837,0.9686,0.2747
838,0.9688,0.4021
839,0.9690,0.1894
840,0.9691,0.3979
841,0.9693,0.2184
842,0.9692,0.3034
843,0.9689,0.2109
844,0.9693,0.3334
845,0.9689,0.1995
846,0.9691,0.3429
847,0.9691,0.2272
848,0.9695,0.3282
849,0.9693,0.3741
850,0.9697,0.4244
851,0.9690,0.3529
852,0.9691,0.3204
853,0.9696,0.2877
854,0.9698,0.2758
855,0.9695,0.3488
856,0.9699,0.3372
857,0.9700,0.4035
858,0.9702,0.4234
859,0.9700,0.3969
860,0.9700,0.2744
861,0.9699,0.4072
862,0.9702,0.2995
863,0.9701,0.2866
864,0.9701,0.3312
865,0.9701,0.3379
866,0.9707,0.2385
867,0.9706,0.3823
868,0.9704,0.3058
869,0.9707,0.3620
870,0.9707,0.3498
871,0.9707,0.3176
872,0.9703,0.2840
873,0.9707,0.4307
874,0.9710,0.3463
875,0.9709,0.2499
876,0.9712,0.2932
877,0.9711,0.2970
878,0.9710,0.3263
879,0.9711,0.3434
880,0.9710,0.3456
881,0.9709,0.2600
882,0.9711,0.3770
883,0.9713,0.2759
884,0.9713,0.3615
885,0.9713,0.2445
886,0.9713,0.3237
887,0.9714,0.4553
888,0.9715,0.2957
889,0.9715,0.2850
890,0.9718,0.3516
891,0.9714,0.2624
892,0.9716,0.2366
893,0.9715,0.2223
894,0.9716,0.4027
895,0.9721,0.2904
896,0.9718,0.1854
897,0.9719,0.2705
898,0.9722,0.2926
899,0.9721,0.2136
900,0.9721,0.2465
901,0.9722,0.3426
902,0.9724,0.4127
903,0.9722,0.3379
904,0.9721,0.1871
905,0.9724,0.3433
906,0.9725,0.3274
907,0.9723,0.1847
908,0.9727,0.3157
909,0.9727,0.2281
910,0.9727,0.2985
911,0.9727,0.2515
912,0.9724,0.4572
913,0.9730,0.3042
914,0.9728,0.3301
915,0.9725,0.2711
916,0.9728,0.3944
917,0.9728,0.2050
918,0.9730,0.4550
919,0.9730,0.1830
920,0.9729,0.2800
921,0.9732,0.3617
922,0.9729,0.2449
923,0.9731,0.3653
924,0.9735,0.3494
925,0.9735,0.3355
926,0.9733,0.2502
927,0.9735,0.2873
928,0.9732,0.3604
929,0.9730,0.3187
930,0.9736,0.3165
931,0.9738,0.3242
932,0.9736,0.3850
933,0.9734,0.3276
934,0.9736,0.2927
935,0.9741,0.3770
936,0.9738,0.2440
937,0.9738,0.3289
938,0.9740,0.2982
939,0.9737,0.3612
940,0.9733,0.3538
941,0.9742,0.3303
942,0.9739,0.2187
943,0.9741,0.2416
944,0.9742,0.3399
945,0.9743,0.3396
946,0.9742,0.3916
947,0.9742,0.4230
948,0.9745,0.3341
949,0.9745,0.3135
950,0.9745,0.2988
951,0.9743,0.2054
952,0.9748,0.4205
953,0.9745,0.3315
954,0.9744,0.2864
955,0.9747,0.2393
956,0.9746,0.2845
957,0.9747,0.3092
958,0.9747,0.2176
959,0.9747,0.2470
960,0.9744,0.3126
961,0.9747,0.1107
962,0.9747,0.3065
963,0.9751,0.3135
964,0.9749,0.2465
965,0.9750,0.4398
966,0.9751,0.3501
967,0.9751,0.2710
968,0.9752,0.2900
969,0.9752,0.3706
970,0.9751,0.3555
971,0.9753,0.2340
972,0.9751,0.2723
973,0.9751,0.2604
974,0.9753,0.2785
975,0.9757,0.3581
976,0.9753,0.1961
977,0.9753,0.3634
978,0.9756,0.2534
979,0.9755,0.4117
980,0.9756,0.3516
981,0.9757,0.3240
982,0.9757,0.1914
983,0.9757,0.1910
984,0.9757,0.3418
985,0.9759,0.3600
986,0.9760,0.2730
987,0.9758,0.3305
988,0.9758,0.2184
989,0.9759,0.2570
990,0.9759,0.1723
991,0.9761,0.3040
992,0.9760,0.3081
993,0.9763,0.4287
994,0.9762,0.4344
995,0.9765,0.4230
996,0.9763,0.1644
997,0.9758,0.2773
998,0.9765,0.2559
999,0.9764,0.3681
