Epoch,IOU_Train,IOU_Val
244,0.7151,0.5028
245,0.7148,0.5050
246,0.7152,0.5217
247,0.7154,0.5111
248,0.7150,0.4883
249,0.7151,0.5366
250,0.7154,0.4965
251,0.7148,0.5473
252,0.7159,0.5463
253,0.7160,0.5522
254,0.7157,0.5392
255,0.7160,0.4393
256,0.7158,0.4788
257,0.7162,0.5529
258,0.7163,0.4838
259,0.7162,0.4349
260,0.7165,0.5464
261,0.7167,0.5259
262,0.7169,0.4986
263,0.7161,0.5399
264,0.7170,0.4386
265,0.7165,0.3411
266,0.7164,0.4660
267,0.7172,0.5359
268,0.7172,0.4858
269,0.7166,0.4679
270,0.7180,0.4961
271,0.7173,0.5217
272,0.7174,0.5195
273,0.7175,0.4358
274,0.7180,0.5382
275,0.7175,0.4332
276,0.7173,0.5121
277,0.7180,0.5423
278,0.7178,0.5430
279,0.7177,0.4884
280,0.7183,0.3777
281,0.7183,0.3585
282,0.7187,0.4687
283,0.7188,0.5363
284,0.7189,0.5271
285,0.7189,0.5358
286,0.7192,0.4860
287,0.7188,0.5627
288,0.7191,0.2255
289,0.7189,0.4781
290,0.7194,0.5531
291,0.7191,0.5477
292,0.7193,0.4741
293,0.7193,0.5175
294,0.7193,0.5305
295,0.7196,0.5614
296,0.7195,0.5391
297,0.7194,0.5222
298,0.7192,0.5470
299,0.7194,0.5443
300,0.7196,0.5104
301,0.7202,0.5173
302,0.7204,0.5409
303,0.7197,0.5027
304,0.7207,0.5569
305,0.7200,0.5205
306,0.7202,0.4687
307,0.7206,0.5551
308,0.7207,0.4306
309,0.7205,0.5014
310,0.7211,0.5296
311,0.7208,0.5380
312,0.7208,0.5297
313,0.7208,0.4967
314,0.7204,0.5447
315,0.7212,0.5496
316,0.7208,0.5481
317,0.7212,0.5245
318,0.7209,0.5447
319,0.7208,0.4879
320,0.7208,0.5281
321,0.7214,0.5379
322,0.7211,0.5382
323,0.7214,0.4896
324,0.7216,0.4586
325,0.7215,0.5388
326,0.7217,0.5538
327,0.7219,0.5187
328,0.7221,0.4883
329,0.7217,0.4841
330,0.7222,0.5173
331,0.7217,0.5632
332,0.7223,0.5329
333,0.7218,0.5244
334,0.7226,0.5202
335,0.7225,0.5608
336,0.7221,0.5377
337,0.7222,0.4457
338,0.7226,0.4949
339,0.7227,0.4774
340,0.7226,0.5032
341,0.7224,0.5260
342,0.7226,0.5499
343,0.7228,0.4340
344,0.7227,0.4120
345,0.7225,0.5194
346,0.7227,0.4640
347,0.7227,0.4543
348,0.7230,0.5368
349,0.7227,0.4926
350,0.7232,0.5455
351,0.7229,0.5503
352,0.7242,0.5257
353,0.7232,0.5462
354,0.7232,0.5499
355,0.7235,0.5442
356,0.7241,0.5167
357,0.7236,0.5406
358,0.7240,0.4660
359,0.7239,0.4042
360,0.7237,0.5446
361,0.7236,0.5476
362,0.7234,0.5136
363,0.7237,0.4663
364,0.7242,0.5245
365,0.7247,0.5585
366,0.7239,0.4899
367,0.7245,0.5210
368,0.7239,0.4735
369,0.7243,0.5218
370,0.7242,0.4519
371,0.7246,0.5320
372,0.7244,0.5296
373,0.7246,0.4642
374,0.7247,0.5389
375,0.7243,0.5427
376,0.7246,0.5009
377,0.7250,0.4450
378,0.7248,0.5543
379,0.7244,0.5493
380,0.7253,0.4923
381,0.7251,0.5231
382,0.7255,0.5081
383,0.7249,0.5401
384,0.7251,0.5353
385,0.7248,0.5117
386,0.7253,0.3865
387,0.7255,0.4253
388,0.7255,0.5464
389,0.7254,0.5572
390,0.7252,0.5316
391,0.7252,0.4894
392,0.7253,0.4673
393,0.7257,0.4054
394,0.7253,0.5243
395,0.7256,0.5389
396,0.7259,0.5430
397,0.7259,0.5238
398,0.7254,0.4215
399,0.7265,0.4935
400,0.7260,0.4965
401,0.7257,0.5086
402,0.7263,0.5158
403,0.7261,0.3130
404,0.7257,0.4184
405,0.7261,0.5211
406,0.7264,0.5110
407,0.7265,0.5372
408,0.7266,0.5527
409,0.7265,0.5230
410,0.7264,0.5513
411,0.7261,0.5016
412,0.7269,0.4413
413,0.7267,0.5343
414,0.7268,0.4801
415,0.7267,0.5270
416,0.7264,0.5305
417,0.7272,0.5417
418,0.7264,0.5063
419,0.7269,0.5599
420,0.7273,0.4928
421,0.7270,0.4852
422,0.7270,0.5177
423,0.7271,0.5483
424,0.7271,0.4609
425,0.7274,0.5391
426,0.7272,0.5455
427,0.7274,0.5086
428,0.7271,0.5111
429,0.7270,0.3484
430,0.7271,0.4614
431,0.7277,0.5236
432,0.7267,0.4308
433,0.7279,0.5547
434,0.7273,0.4566
435,0.7280,0.4846
436,0.7280,0.4964
437,0.7269,0.4781
438,0.7280,0.5479
439,0.7274,0.4574
440,0.7277,0.5428
441,0.7281,0.4701
442,0.7273,0.5144
443,0.7281,0.5116
444,0.7278,0.4018
445,0.7277,0.4848
446,0.7284,0.5392
447,0.7279,0.5613
448,0.7285,0.5241
449,0.7280,0.5051
450,0.7278,0.5411
451,0.7280,0.5303
452,0.7280,0.4933
453,0.7281,0.5467
454,0.7283,0.4484
455,0.7283,0.5028
456,0.7286,0.5486
457,0.7286,0.5089
458,0.7284,0.5526
459,0.7286,0.4540
460,0.7288,0.4151
461,0.7283,0.4844
462,0.7289,0.4709
463,0.7286,0.5563
464,0.7287,0.5358
465,0.7294,0.5162
466,0.7293,0.5439
467,0.7288,0.5068
468,0.7288,0.5336
469,0.7288,0.4652
470,0.7292,0.5234
471,0.7290,0.4326
472,0.7295,0.5436
473,0.7292,0.5562
474,0.7293,0.5466
475,0.7294,0.5622
476,0.7293,0.5631
477,0.7292,0.5011
478,0.7290,0.5048
479,0.7300,0.4488
480,0.7292,0.4561
481,0.7296,0.5166
482,0.7291,0.5179
483,0.7297,0.5391
484,0.7296,0.5573
485,0.7298,0.4810
486,0.7296,0.5389
487,0.7294,0.5280
488,0.7298,0.5401
489,0.7303,0.4789
490,0.7303,0.5004
491,0.7300,0.5397
492,0.7293,0.5518
493,0.7299,0.5270
494,0.7300,0.3071
495,0.7301,0.5013
496,0.7302,0.5576
497,0.7302,0.5042
498,0.7296,0.5417
499,0.7304,0.5125
500,0.7301,0.5214
501,0.7305,0.5256
502,0.7302,0.5184
503,0.7305,0.5140
504,0.7303,0.5281
505,0.7302,0.4768
506,0.7306,0.5314
507,0.7304,0.5221
508,0.7307,0.5478
509,0.7305,0.5336
510,0.7303,0.5455
511,0.7308,0.5491
512,0.7307,0.5238
513,0.7305,0.5495
514,0.7305,0.4895
515,0.7310,0.5345
516,0.7311,0.5248
517,0.7305,0.5152
518,0.7307,0.5413
519,0.7309,0.5552
520,0.7312,0.5036
521,0.7310,0.5167
522,0.7311,0.5333
523,0.7305,0.4625
524,0.7308,0.5366
525,0.7309,0.5267
526,0.7312,0.5328
527,0.7309,0.5396
528,0.7307,0.5295
529,0.7307,0.5439
530,0.7313,0.5328
531,0.7313,0.5335
532,0.7312,0.5207
533,0.7313,0.5102
534,0.7315,0.4949
535,0.7315,0.5636
536,0.7321,0.5270
537,0.7314,0.5358
538,0.7314,0.5422
539,0.7315,0.5340
540,0.7316,0.5264
541,0.7318,0.5571
542,0.7316,0.4810
543,0.7319,0.5596
544,0.7315,0.5032
545,0.7320,0.4671
546,0.7319,0.5254
547,0.7315,0.5519
548,0.7318,0.5068
549,0.7318,0.5505
550,0.7320,0.5223
551,0.7318,0.5326
552,0.7320,0.4998
553,0.7322,0.5254
554,0.7323,0.4383
555,0.7326,0.4719
556,0.7319,0.4876
557,0.7320,0.5523
558,0.7320,0.4618
559,0.7322,0.5325
560,0.7319,0.5465
561,0.7322,0.5188
562,0.7324,0.5561
563,0.7322,0.5414
564,0.7319,0.5201
565,0.7317,0.5155
566,0.7321,0.5367
567,0.7325,0.4974
568,0.7325,0.4703
569,0.7327,0.4367
570,0.7322,0.4696
571,0.7324,0.4693
572,0.7324,0.5353
573,0.7327,0.5178
574,0.7332,0.5417
575,0.7324,0.5087
576,0.7326,0.5213
577,0.7328,0.5530
578,0.7328,0.5250
579,0.7325,0.5301
580,0.7328,0.5387
581,0.7325,0.4881
582,0.7331,0.5489
583,0.7323,0.5491
584,0.7327,0.4919
585,0.7332,0.4803
586,0.7330,0.5511
587,0.7331,0.5506
588,0.7328,0.5319
589,0.7327,0.5301
590,0.7333,0.5436
591,0.7332,0.4991
592,0.7331,0.3948
593,0.7330,0.4879
594,0.7335,0.5409
595,0.7331,0.4909
596,0.7332,0.5148
597,0.7334,0.4894
598,0.7332,0.5266
599,0.7334,0.5401
600,0.7334,0.4801
601,0.7332,0.3883
602,0.7336,0.5546
603,0.7332,0.5271
604,0.7336,0.5065
605,0.7338,0.4902
606,0.7338,0.5145
607,0.7335,0.5280
608,0.7338,0.4636
609,0.7340,0.5408
610,0.7339,0.5317
611,0.7339,0.5472
612,0.7335,0.4019
613,0.7340,0.5081
614,0.7340,0.4869
615,0.7339,0.3723
616,0.7340,0.5364
617,0.7336,0.5435
618,0.7340,0.4022
619,0.7337,0.4444
620,0.7339,0.5064
621,0.7339,0.5165
622,0.7342,0.5076
623,0.7343,0.5002
624,0.7340,0.5385
625,0.7340,0.5137
626,0.7340,0.5405
627,0.7340,0.5250
628,0.7342,0.4267
629,0.7341,0.5513
630,0.7340,0.5244
631,0.7343,0.5602
632,0.7344,0.5043
633,0.7344,0.4537
634,0.7348,0.5435
635,0.7341,0.5501
636,0.7345,0.5298
637,0.7343,0.5290
638,0.7348,0.4759
639,0.7349,0.5385
640,0.7346,0.5562
641,0.7347,0.5160
642,0.7347,0.5414
643,0.7351,0.5184
644,0.7344,0.5017
645,0.7348,0.5376
646,0.7352,0.4357
647,0.7342,0.4768
648,0.7349,0.4260
649,0.7350,0.4981
650,0.7346,0.5355
651,0.7349,0.5416
652,0.7346,0.5254
653,0.7346,0.5327
654,0.7349,0.5358
655,0.7350,0.5302
656,0.7351,0.5408
657,0.7350,0.5348
658,0.7349,0.4752
659,0.7351,0.4907
660,0.7352,0.5168
661,0.7353,0.5337
662,0.7354,0.5628
663,0.7353,0.5598
664,0.7356,0.5489
665,0.7351,0.4885
666,0.7357,0.5487
667,0.7349,0.5189
668,0.7354,0.4964
669,0.7349,0.5492
670,0.7355,0.5075
671,0.7353,0.5624
672,0.7354,0.5360
673,0.7353,0.4940
674,0.7354,0.5340
675,0.7356,0.5325
676,0.7352,0.5387
677,0.7351,0.5244
678,0.7357,0.5092
679,0.7353,0.5381
680,0.7355,0.5074
681,0.7358,0.4705
682,0.7354,0.5454
683,0.7354,0.5326
684,0.7355,0.5277
685,0.7357,0.3879
686,0.7356,0.5319
687,0.7356,0.5380
688,0.7357,0.4669
689,0.7356,0.4585
690,0.7355,0.5476
691,0.7357,0.5488
692,0.7357,0.4126
693,0.7362,0.5061
694,0.7359,0.5368
695,0.7361,0.5027
696,0.7361,0.5067
697,0.7363,0.5470
698,0.7362,0.3641
699,0.7358,0.3528
700,0.7364,0.4537
701,0.7360,0.5416
702,0.7362,0.5514
703,0.7364,0.5402
704,0.7357,0.5309
705,0.7361,0.5232
706,0.7363,0.5508
707,0.7361,0.4836
708,0.7360,0.5523
709,0.7365,0.5570
710,0.7364,0.5573
711,0.7367,0.4520
712,0.7362,0.5492
713,0.7362,0.5374
714,0.7364,0.4200
715,0.7365,0.4200
716,0.7361,0.4998
717,0.7363,0.3952
718,0.7366,0.5430
719,0.7362,0.5423
720,0.7363,0.4780
721,0.7367,0.5032
722,0.7366,0.5472
723,0.7367,0.5250
724,0.7371,0.4252
725,0.7365,0.5533
726,0.7362,0.5588
727,0.7372,0.5206
728,0.7367,0.5131
729,0.7366,0.5541
730,0.7368,0.4232
731,0.7370,0.5053
732,0.7368,0.5431
733,0.7363,0.4775
734,0.7371,0.5124
735,0.7367,0.4620
736,0.7370,0.5511
737,0.7364,0.5484
738,0.7373,0.5366
739,0.7369,0.5543
740,0.7366,0.5114
741,0.7371,0.5331
742,0.7371,0.4540
743,0.7372,0.4925
744,0.7369,0.4816
745,0.7369,0.5529
746,0.7371,0.5558
747,0.7371,0.4890
748,0.7372,0.5519
749,0.7370,0.4938
750,0.7374,0.4172
751,0.7370,0.5133
752,0.7374,0.5246
753,0.7370,0.4328
754,0.7374,0.5335
755,0.7375,0.5311
756,0.7373,0.5340
757,0.7371,0.5510
758,0.7371,0.5108
759,0.7373,0.4726
760,0.7375,0.5086
761,0.7374,0.3890
762,0.7373,0.5208
763,0.7375,0.5409
764,0.7378,0.5306
765,0.7372,0.5312
766,0.7375,0.5459
767,0.7375,0.5382
768,0.7373,0.4828
769,0.7377,0.4745
770,0.7375,0.5235
771,0.7375,0.4945
772,0.7374,0.5336
773,0.7376,0.5347
774,0.7377,0.5227
775,0.7375,0.5074
776,0.7378,0.5166
777,0.7377,0.5355
778,0.7380,0.5430
779,0.7377,0.5138
780,0.7382,0.4931
781,0.7375,0.4982
782,0.7381,0.5455
783,0.7379,0.5270
784,0.7379,0.5500
785,0.7377,0.5483
786,0.7379,0.5353
787,0.7377,0.5225
788,0.7378,0.5510
789,0.7382,0.5036
790,0.7380,0.5284
791,0.7379,0.5386
792,0.7380,0.4970
793,0.7382,0.5419
794,0.7382,0.3948
795,0.7379,0.5529
796,0.7382,0.5055
797,0.7380,0.5350
798,0.7381,0.5206
799,0.7383,0.5388
800,0.7381,0.5003
801,0.7385,0.5340
802,0.7381,0.5097
803,0.7386,0.5387
804,0.7382,0.5320
805,0.7385,0.5409
806,0.7384,0.5145
807,0.7379,0.5301
808,0.7382,0.5512
809,0.7380,0.5600
810,0.7383,0.5431
811,0.7384,0.5594
812,0.7380,0.5084
813,0.7384,0.5550
814,0.7381,0.5450
815,0.7389,0.4923
816,0.7380,0.5395
817,0.7385,0.4946
818,0.7385,0.5379
819,0.7387,0.4610
820,0.7388,0.5173
821,0.7386,0.3374
822,0.7386,0.4982
823,0.7386,0.5235
824,0.7387,0.5494
825,0.7383,0.5114
826,0.7388,0.5140
827,0.7388,0.4646
828,0.7388,0.5212
829,0.7385,0.4607
830,0.7388,0.5357
831,0.7390,0.5394
832,0.7385,0.5360
833,0.7387,0.4132
834,0.7388,0.5635
835,0.7386,0.5413
836,0.7387,0.5187
837,0.7388,0.5367
838,0.7392,0.5128
839,0.7385,0.5436
840,0.7391,0.5588
841,0.7389,0.5351
842,0.7388,0.5365
843,0.7392,0.5499
844,0.7390,0.5401
845,0.7393,0.5216
846,0.7388,0.5238
847,0.7389,0.5513
848,0.7391,0.4352
849,0.7390,0.5487
850,0.7392,0.4866
851,0.7390,0.5549
852,0.7390,0.5431
853,0.7393,0.5064
854,0.7392,0.5367
855,0.7388,0.5448
856,0.7388,0.5112
857,0.7387,0.4998
858,0.7393,0.5360
859,0.7394,0.5492
860,0.7396,0.5514
861,0.7396,0.5415
862,0.7393,0.5287
863,0.7390,0.5134
864,0.7389,0.5221
865,0.7393,0.5314
866,0.7393,0.5049
867,0.7394,0.4932
868,0.7394,0.5366
869,0.7396,0.5591
870,0.7394,0.5105
871,0.7397,0.5074
872,0.7395,0.5116
873,0.7396,0.4975
874,0.7397,0.4651
875,0.7395,0.5329
876,0.7391,0.5143
877,0.7394,0.4061
878,0.7395,0.5526
879,0.7397,0.5223
880,0.7398,0.4515
881,0.7394,0.3890
882,0.7394,0.5401
883,0.7394,0.3877
884,0.7396,0.5626
885,0.7397,0.5248
886,0.7398,0.5577
887,0.7395,0.5269
888,0.7398,0.3206
889,0.7394,0.4811
890,0.7401,0.4869
891,0.7397,0.4585
892,0.7396,0.5251
893,0.7397,0.5254
894,0.7400,0.4445
895,0.7395,0.5325
896,0.7400,0.5103
897,0.7397,0.3849
898,0.7401,0.5223
899,0.7401,0.5517
900,0.7398,0.5208
901,0.7399,0.5065
902,0.7400,0.5197
903,0.7401,0.5332
904,0.7397,0.4599
905,0.7401,0.5136
906,0.7397,0.4989
907,0.7401,0.5393
908,0.7400,0.5503
909,0.7401,0.4852
910,0.7403,0.5084
911,0.7403,0.5058
912,0.7402,0.5512
913,0.7405,0.5480
914,0.7398,0.5175
915,0.7401,0.5524
916,0.7404,0.5483
917,0.7397,0.5301
918,0.7403,0.5147
919,0.7402,0.5284
920,0.7396,0.5542
921,0.7405,0.4954
922,0.7405,0.5517
923,0.7403,0.5445
924,0.7402,0.5088
925,0.7403,0.5282
926,0.7403,0.3562
927,0.7404,0.5336
928,0.7403,0.5301
929,0.7404,0.5015
930,0.7402,0.4892
931,0.7402,0.4871
932,0.7405,0.4899
933,0.7405,0.5173
934,0.7406,0.5401
935,0.7402,0.4731
936,0.7404,0.5482
937,0.7400,0.5298
938,0.7406,0.5506
939,0.7403,0.4530
940,0.7408,0.3270
941,0.7406,0.5448
942,0.7405,0.5407
943,0.7404,0.5048
944,0.7407,0.5173
945,0.7406,0.5239
946,0.7403,0.5466
947,0.7409,0.5498
948,0.7406,0.5110
949,0.7405,0.5504
950,0.7410,0.5388
951,0.7406,0.5283
952,0.7410,0.5200
953,0.7406,0.5458
954,0.7407,0.5582
955,0.7407,0.5337
956,0.7408,0.5239
957,0.7408,0.5163
958,0.7406,0.4561
959,0.7410,0.5425
960,0.7405,0.4426
961,0.7409,0.4091
962,0.7410,0.4802
963,0.7410,0.5317
964,0.7410,0.5232
965,0.7409,0.5226
966,0.7408,0.5330
967,0.7411,0.5401
968,0.7409,0.5251
969,0.7411,0.5554
970,0.7412,0.5297
971,0.7410,0.5431
972,0.7410,0.5480
973,0.7411,0.4964
974,0.7413,0.5301
975,0.7407,0.5593
976,0.7413,0.5099
977,0.7411,0.4564
978,0.7404,0.5575
979,0.7414,0.5478
980,0.7414,0.5395
981,0.7408,0.4893
982,0.7410,0.5246
983,0.7414,0.5027
984,0.7411,0.3978
985,0.7411,0.5355
986,0.7412,0.5288
987,0.7414,0.4679
988,0.7412,0.4291
989,0.7413,0.5305
990,0.7413,0.5433
991,0.7412,0.5624
992,0.7411,0.3358
993,0.7413,0.4924
994,0.7412,0.5348
995,0.7412,0.4431
996,0.7410,0.4548
997,0.7414,0.5524
998,0.7413,0.5277
999,0.7410,0.5109
