Epoch,Loss,IOU_Train,IOU_Val,Time
503,0.119301,0.7305,0.5140,41.66
504,0.119562,0.7303,0.5281,42.75
505,0.119597,0.7302,0.4768,41.61
506,0.119424,0.7306,0.5314,42.87
507,0.119258,0.7304,0.5221,42.47
508,0.119456,0.7307,0.5478,42.61
509,0.119256,0.7305,0.5336,43.47
510,0.119285,0.7303,0.5455,41.96
511,0.119089,0.7308,0.5491,41.72
512,0.119090,0.7307,0.5238,41.06
513,0.119468,0.7305,0.5495,40.92
514,0.119270,0.7305,0.4895,40.87
515,0.118915,0.7310,0.5345,41.02
516,0.119158,0.7311,0.5248,41.41
517,0.119557,0.7305,0.5152,41.24
518,0.118989,0.7307,0.5413,41.08
519,0.118968,0.7309,0.5552,41.14
520,0.118851,0.7312,0.5036,41.17
521,0.118931,0.7310,0.5167,41.98
522,0.118834,0.7311,0.5333,41.07
523,0.119242,0.7305,0.4625,40.75
524,0.118992,0.7308,0.5366,40.89
525,0.119053,0.7309,0.5267,41.20
526,0.118755,0.7312,0.5328,42.74
527,0.119013,0.7309,0.5396,44.75
528,0.119239,0.7307,0.5295,41.77
529,0.119026,0.7307,0.5439,41.03
530,0.118966,0.7313,0.5328,41.07
531,0.118677,0.7313,0.5335,41.39
532,0.119032,0.7312,0.5207,43.36
533,0.118784,0.7313,0.5102,41.22
534,0.118553,0.7315,0.4949,42.29
535,0.118845,0.7315,0.5636,42.25
536,0.118412,0.7321,0.5270,41.79
537,0.118675,0.7314,0.5358,41.48
538,0.118629,0.7314,0.5422,42.36
539,0.118588,0.7315,0.5340,42.34
540,0.118746,0.7316,0.5264,43.24
541,0.118470,0.7318,0.5571,42.28
542,0.118420,0.7316,0.4810,42.20
543,0.118374,0.7319,0.5596,42.20
544,0.118961,0.7315,0.5032,42.25
545,0.118401,0.7320,0.4671,42.32
546,0.118365,0.7319,0.5254,42.37
547,0.118624,0.7315,0.5519,42.25
548,0.118398,0.7318,0.5068,42.29
549,0.118475,0.7318,0.5505,42.20
550,0.118472,0.7320,0.5223,42.21
551,0.118236,0.7318,0.5326,42.21
552,0.118340,0.7320,0.4998,42.23
553,0.118289,0.7322,0.5254,42.17
554,0.118074,0.7323,0.4383,42.17
555,0.118106,0.7326,0.4719,42.20
556,0.118181,0.7319,0.4876,42.23
557,0.118425,0.7320,0.5523,42.37
558,0.118329,0.7320,0.4618,42.23
559,0.118158,0.7322,0.5325,42.23
560,0.118408,0.7319,0.5465,42.21
561,0.118054,0.7322,0.5188,42.20
562,0.118138,0.7324,0.5561,42.24
563,0.118091,0.7322,0.5414,42.24
564,0.118077,0.7319,0.5201,42.24
565,0.118637,0.7317,0.5155,42.23
566,0.118220,0.7321,0.5367,42.25
567,0.117894,0.7325,0.4974,42.18
568,0.118056,0.7325,0.4703,42.25
569,0.117944,0.7327,0.4367,42.27
570,0.117834,0.7322,0.4696,42.52
571,0.118245,0.7324,0.4693,43.37
572,0.117860,0.7324,0.5353,43.48
573,0.117914,0.7327,0.5178,42.46
574,0.117500,0.7332,0.5417,42.67
575,0.117919,0.7324,0.5087,42.24
576,0.117951,0.7326,0.5213,42.45
577,0.117894,0.7328,0.5530,42.24
578,0.117686,0.7328,0.5250,42.22
579,0.117921,0.7325,0.5301,42.33
580,0.117730,0.7328,0.5387,42.22
581,0.117814,0.7325,0.4881,42.46
582,0.117528,0.7331,0.5489,42.21
583,0.117867,0.7323,0.5491,42.26
584,0.117922,0.7327,0.4919,43.31
585,0.117517,0.7332,0.4803,42.42
586,0.117411,0.7330,0.5511,42.23
587,0.117547,0.7331,0.5506,42.44
588,0.117729,0.7328,0.5319,42.18
589,0.117797,0.7327,0.5301,42.41
590,0.117394,0.7333,0.5436,42.19
591,0.117307,0.7332,0.4991,42.22
592,0.117403,0.7331,0.3948,42.18
593,0.117574,0.7330,0.4879,42.21
594,0.117331,0.7335,0.5409,42.19
595,0.117401,0.7331,0.4909,42.27
596,0.117627,0.7332,0.5148,42.24
597,0.117118,0.7334,0.4894,42.46
598,0.117361,0.7332,0.5266,42.23
599,0.117199,0.7334,0.5401,42.23
600,0.117468,0.7334,0.4801,42.26
601,0.117254,0.7332,0.3883,42.24
602,0.117363,0.7336,0.5546,42.25
603,0.117419,0.7332,0.5271,42.24
604,0.117278,0.7336,0.5065,42.25
605,0.117074,0.7338,0.4902,42.19
606,0.117133,0.7338,0.5145,42.34
607,0.117208,0.7335,0.5280,42.24
608,0.116992,0.7338,0.4636,42.22
609,0.116898,0.7340,0.5408,42.23
610,0.117121,0.7339,0.5317,42.24
611,0.117184,0.7339,0.5472,42.23
612,0.117192,0.7335,0.4019,42.33
613,0.117037,0.7340,0.5081,42.28
614,0.117012,0.7340,0.4869,42.33
615,0.116909,0.7339,0.3723,42.94
616,0.116747,0.7340,0.5364,42.25
617,0.117118,0.7336,0.5435,42.36
618,0.116956,0.7340,0.4022,42.22
619,0.116988,0.7337,0.4444,42.24
620,0.116733,0.7339,0.5064,42.24
621,0.117274,0.7339,0.5165,42.23
622,0.116594,0.7342,0.5076,42.18
623,0.116803,0.7343,0.5002,42.24
624,0.117005,0.7340,0.5385,43.57
625,0.116938,0.7340,0.5137,42.20
